2020-04-19 02:32:29{GMT+0} INFO  [main] application.AppTester: The application has started...
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-2] org.apache.spark.scheduler.TaskSetManager: Finished task 122.0 in stage 3.0 (TID 316) in 143 ms on localhost (executor driver) (123/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 357] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-2] org.apache.spark.scheduler.TaskSetManager: Finished task 164.0 in stage 3.0 (TID 351) in 29 ms on localhost (executor driver) (124/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 359] org.apache.spark.executor.Executor: Finished task 172.0 in stage 3.0 (TID 359). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 105.0 in stage 3.0 (TID 301) in 212 ms on localhost (executor driver) (125/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 167.0 in stage 3.0 (TID 354) in 21 ms on localhost (executor driver) (126/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 165.0 in stage 3.0 (TID 352) in 24 ms on localhost (executor driver) (127/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 163.0 in stage 3.0 (TID 350) in 31 ms on localhost (executor driver) (128/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 166.0 in stage 3.0 (TID 353) in 23 ms on localhost (executor driver) (129/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 360] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 360] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 357] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 356] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 356] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 361] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 361] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 360] org.apache.spark.executor.Executor: Finished task 173.0 in stage 3.0 (TID 360). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 161.0 in stage 3.0 (TID 348) in 71 ms on localhost (executor driver) (130/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 357] org.apache.spark.executor.Executor: Finished task 170.0 in stage 3.0 (TID 357). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 162.0 in stage 3.0 (TID 349) in 70 ms on localhost (executor driver) (131/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 356] org.apache.spark.executor.Executor: Finished task 169.0 in stage 3.0 (TID 356). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 361] org.apache.spark.executor.Executor: Finished task 174.0 in stage 3.0 (TID 361). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-0] org.apache.spark.scheduler.TaskSetManager: Starting task 175.0 in stage 3.0 (TID 362, localhost, executor driver, partition 175, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-2] org.apache.spark.scheduler.TaskSetManager: Finished task 159.0 in stage 3.0 (TID 346) in 76 ms on localhost (executor driver) (132/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 362] org.apache.spark.executor.Executor: Running task 175.0 in stage 3.0 (TID 362)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 168.0 in stage 3.0 (TID 355) in 27 ms on localhost (executor driver) (133/200)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-0] org.apache.spark.scheduler.TaskSetManager: Starting task 176.0 in stage 3.0 (TID 363, localhost, executor driver, partition 176, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 363] org.apache.spark.executor.Executor: Running task 176.0 in stage 3.0 (TID 363)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-0] org.apache.spark.scheduler.TaskSetManager: Starting task 177.0 in stage 3.0 (TID 364, localhost, executor driver, partition 177, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 364] org.apache.spark.executor.Executor: Running task 177.0 in stage 3.0 (TID 364)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-0] org.apache.spark.scheduler.TaskSetManager: Starting task 179.0 in stage 3.0 (TID 365, localhost, executor driver, partition 179, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-0] org.apache.spark.scheduler.TaskSetManager: Starting task 180.0 in stage 3.0 (TID 366, localhost, executor driver, partition 180, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-0] org.apache.spark.scheduler.TaskSetManager: Starting task 181.0 in stage 3.0 (TID 367, localhost, executor driver, partition 181, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-0] org.apache.spark.scheduler.TaskSetManager: Starting task 182.0 in stage 3.0 (TID 368, localhost, executor driver, partition 182, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 362] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 362] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 365] org.apache.spark.executor.Executor: Running task 179.0 in stage 3.0 (TID 365)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 363] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 363] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 364] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 364] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 362] org.apache.spark.executor.Executor: Finished task 175.0 in stage 3.0 (TID 362). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 366] org.apache.spark.executor.Executor: Running task 180.0 in stage 3.0 (TID 366)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 363] org.apache.spark.executor.Executor: Finished task 176.0 in stage 3.0 (TID 363). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 364] org.apache.spark.executor.Executor: Finished task 177.0 in stage 3.0 (TID 364). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 367] org.apache.spark.executor.Executor: Running task 181.0 in stage 3.0 (TID 367)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 368] org.apache.spark.executor.Executor: Running task 182.0 in stage 3.0 (TID 368)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 365] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 365] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 366] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 366] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 365] org.apache.spark.executor.Executor: Finished task 179.0 in stage 3.0 (TID 365). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-2] org.apache.spark.scheduler.TaskSetManager: Finished task 173.0 in stage 3.0 (TID 360) in 19 ms on localhost (executor driver) (134/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 368] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 367] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 368] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 1 ms
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 170.0 in stage 3.0 (TID 357) in 29 ms on localhost (executor driver) (135/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 367] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 1 ms
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 174.0 in stage 3.0 (TID 361) in 24 ms on localhost (executor driver) (136/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 175.0 in stage 3.0 (TID 362) in 14 ms on localhost (executor driver) (137/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 171.0 in stage 3.0 (TID 358) in 30 ms on localhost (executor driver) (138/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-2] org.apache.spark.scheduler.TaskSetManager: Finished task 169.0 in stage 3.0 (TID 356) in 31 ms on localhost (executor driver) (139/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 366] org.apache.spark.executor.Executor: Finished task 180.0 in stage 3.0 (TID 366). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 367] org.apache.spark.executor.Executor: Finished task 181.0 in stage 3.0 (TID 367). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 183.0 in stage 3.0 (TID 369, localhost, executor driver, partition 183, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 368] org.apache.spark.executor.Executor: Finished task 182.0 in stage 3.0 (TID 368). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 369] org.apache.spark.executor.Executor: Running task 183.0 in stage 3.0 (TID 369)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 184.0 in stage 3.0 (TID 370, localhost, executor driver, partition 184, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 345] org.apache.spark.executor.Executor: Finished task 158.0 in stage 3.0 (TID 345). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 370] org.apache.spark.executor.Executor: Running task 184.0 in stage 3.0 (TID 370)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 185.0 in stage 3.0 (TID 371, localhost, executor driver, partition 185, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 172.0 in stage 3.0 (TID 359) in 32 ms on localhost (executor driver) (140/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 371] org.apache.spark.executor.Executor: Running task 185.0 in stage 3.0 (TID 371)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 186.0 in stage 3.0 (TID 372, localhost, executor driver, partition 186, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 369] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 370] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 370] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 188.0 in stage 3.0 (TID 373, localhost, executor driver, partition 188, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 372] org.apache.spark.executor.Executor: Running task 186.0 in stage 3.0 (TID 372)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 190.0 in stage 3.0 (TID 374, localhost, executor driver, partition 190, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 191.0 in stage 3.0 (TID 375, localhost, executor driver, partition 191, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.scheduler.TaskSetManager: Starting task 192.0 in stage 3.0 (TID 376, localhost, executor driver, partition 192, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 370] org.apache.spark.executor.Executor: Finished task 184.0 in stage 3.0 (TID 370). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 177.0 in stage 3.0 (TID 364) in 20 ms on localhost (executor driver) (141/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 371] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 374] org.apache.spark.executor.Executor: Running task 190.0 in stage 3.0 (TID 374)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 369] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 371] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 372] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 372] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 376] org.apache.spark.executor.Executor: Running task 192.0 in stage 3.0 (TID 376)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 371] org.apache.spark.executor.Executor: Finished task 185.0 in stage 3.0 (TID 371). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 374] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 374] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 376] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 376] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 372] org.apache.spark.executor.Executor: Finished task 186.0 in stage 3.0 (TID 372). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 375] org.apache.spark.executor.Executor: Running task 191.0 in stage 3.0 (TID 375)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 373] org.apache.spark.executor.Executor: Running task 188.0 in stage 3.0 (TID 373)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 376] org.apache.spark.executor.Executor: Finished task 192.0 in stage 3.0 (TID 376). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 181.0 in stage 3.0 (TID 367) in 20 ms on localhost (executor driver) (142/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 182.0 in stage 3.0 (TID 368) in 26 ms on localhost (executor driver) (143/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 158.0 in stage 3.0 (TID 345) in 109 ms on localhost (executor driver) (144/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 374] org.apache.spark.executor.Executor: Finished task 190.0 in stage 3.0 (TID 374). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 176.0 in stage 3.0 (TID 363) in 30 ms on localhost (executor driver) (145/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 369] org.apache.spark.executor.Executor: Finished task 183.0 in stage 3.0 (TID 369). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-1] org.apache.spark.scheduler.TaskSetManager: Starting task 193.0 in stage 3.0 (TID 377, localhost, executor driver, partition 193, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 377] org.apache.spark.executor.Executor: Running task 193.0 in stage 3.0 (TID 377)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-1] org.apache.spark.scheduler.TaskSetManager: Starting task 194.0 in stage 3.0 (TID 378, localhost, executor driver, partition 194, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-1] org.apache.spark.scheduler.TaskSetManager: Starting task 195.0 in stage 3.0 (TID 379, localhost, executor driver, partition 195, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-1] org.apache.spark.scheduler.TaskSetManager: Starting task 196.0 in stage 3.0 (TID 380, localhost, executor driver, partition 196, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 373] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 375] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-1] org.apache.spark.scheduler.TaskSetManager: Starting task 197.0 in stage 3.0 (TID 381, localhost, executor driver, partition 197, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 375] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 1 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 381] org.apache.spark.executor.Executor: Running task 197.0 in stage 3.0 (TID 381)
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-1] org.apache.spark.scheduler.TaskSetManager: Starting task 198.0 in stage 3.0 (TID 382, localhost, executor driver, partition 198, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 379] org.apache.spark.executor.Executor: Running task 195.0 in stage 3.0 (TID 379)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 377] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 377] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 375] org.apache.spark.executor.Executor: Finished task 191.0 in stage 3.0 (TID 375). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 381] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 381] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 382] org.apache.spark.executor.Executor: Running task 198.0 in stage 3.0 (TID 382)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 378] org.apache.spark.executor.Executor: Running task 194.0 in stage 3.0 (TID 378)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 381] org.apache.spark.executor.Executor: Finished task 197.0 in stage 3.0 (TID 381). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-2] org.apache.spark.scheduler.TaskSetManager: Starting task 199.0 in stage 3.0 (TID 383, localhost, executor driver, partition 199, PROCESS_LOCAL, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 379] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 379] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-2] org.apache.spark.scheduler.TaskSetManager: Starting task 2.0 in stage 3.0 (TID 384, localhost, executor driver, partition 2, ANY, 7767 bytes)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 379] org.apache.spark.executor.Executor: Finished task 195.0 in stage 3.0 (TID 379). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 373] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 378] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 378] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 0 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 383] org.apache.spark.executor.Executor: Running task 199.0 in stage 3.0 (TID 383)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 384] org.apache.spark.executor.Executor: Running task 2.0 in stage 3.0 (TID 384)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 383] org.apache.spark.storage.ShuffleBlockFetcherIterator: Getting 0 non-empty blocks including 0 local blocks and 0 remote blocks
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 377] org.apache.spark.executor.Executor: Finished task 193.0 in stage 3.0 (TID 377). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 383] org.apache.spark.storage.ShuffleBlockFetcherIterator: Started 0 remote fetches in 1 ms
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 373] org.apache.spark.executor.Executor: Finished task 188.0 in stage 3.0 (TID 373). 4401 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 180.0 in stage 3.0 (TID 366) in 42 ms on localhost (executor driver) (146/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 186.0 in stage 3.0 (TID 372) in 33 ms on localhost (executor driver) (147/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 192.0 in stage 3.0 (TID 376) in 29 ms on localhost (executor driver) (148/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 190.0 in stage 3.0 (TID 374) in 32 ms on localhost (executor driver) (149/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 183.0 in stage 3.0 (TID 369) in 36 ms on localhost (executor driver) (150/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 191.0 in stage 3.0 (TID 375) in 32 ms on localhost (executor driver) (151/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 197.0 in stage 3.0 (TID 381) in 19 ms on localhost (executor driver) (152/200)
2020-04-19 02:33:38{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 195.0 in stage 3.0 (TID 379) in 22 ms on localhost (executor driver) (153/200)
2020-04-19 02:33:38{GMT+0} INFO  [Executor task launch worker for task 383] org.apache.spark.executor.Executor: Finished task 199.0 in stage 3.0 (TID 383). 4358 bytes result sent to driver
2020-04-19 02:33:38{GMT+0} INFO  [dispatcher-event-loop-9] org.apache.spark.scheduler.TaskSetManager: Starting task 3.0 in stage 3.0 (TID 385, localhost, executor driver, partition 3, ANY, 7767 bytes)
